,Date,Model Name,Parameters,Evaluation Name,Threshold,Result
3005,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Precision,Threshold: 0.1,0.691872995
3008,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Precision,Threshold: 0.01,0.691872995
7190,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 200",ROC_AUC,No Threshold,0.69185977
2836,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 20",Precision,Threshold: 0.3,0.691781148
2264,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 5, Samples: 500",Precision,Threshold: 0.3,0.691733695
2930,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 50",Precision,Threshold: 0.2,0.691706387
219,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Bagging,"Estimators: 5, Samples: 100",Accuracy,Threshold: 0.3,0.691681552
2644,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Precision,Threshold: 0.2,0.691660727
769,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 100",Accuracy,Threshold: 0.3,0.691658941
3631,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Decision Trees,Max Depth of Trees: 5,Precision,Threshold: 0.5,0.691638128
574,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Accuracy,Threshold: 0.5,0.691636331
2666,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 50",Precision,Threshold: 0.2,0.691591449
2710,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 100",Precision,Threshold: 0.2,0.691384483
2688,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Precision,Threshold: 0.2,0.691355656
2691,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Precision,Threshold: 0.02,0.691326653
2694,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Precision,Threshold: 0.05,0.691326653
2700,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Precision,Threshold: 0.01,0.691326653
2697,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Precision,Threshold: 0.1,0.691300595
2776,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Precision,Threshold: 0.2,0.691270336
662,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Accuracy,Threshold: 0.5,0.69125195
2779,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Precision,Threshold: 0.02,0.691204681
2782,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Precision,Threshold: 0.05,0.691204681
2785,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Precision,Threshold: 0.1,0.691204681
2788,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Precision,Threshold: 0.01,0.691204681
3018,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 200",Precision,Threshold: 0.2,0.691184861
6602,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Accuracy,Threshold: 0.5,0.691161867
7526,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Decision Trees,Max Depth of Trees: 100,Accuracy,Threshold: 0.5,0.691161867
7529,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Decision Trees,Max Depth of Trees: 100,Accuracy,Threshold: 0.2,0.691161867
7532,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Decision Trees,Max Depth of Trees: 100,Accuracy,Threshold: 0.02,0.691161867
7535,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Decision Trees,Max Depth of Trees: 100,Accuracy,Threshold: 0.05,0.691161867
7538,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Decision Trees,Max Depth of Trees: 100,Accuracy,Threshold: 0.1,0.691161867
7541,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Decision Trees,Max Depth of Trees: 100,Accuracy,Threshold: 0.01,0.691161867
7545,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Decision Trees,Max Depth of Trees: 100,Accuracy,Threshold: 0.3,0.691161867
2509,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Precision,Threshold: 0.5,0.691158334
2487,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Precision,Threshold: 0.5,0.691157625
2176,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 5, Samples: 100",Precision,Threshold: 0.3,0.691024965
3115,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 100",Precision,Threshold: 0.1,0.691008304
2333,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Precision,Threshold: 0.5,0.690990991
2864,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 200",Precision,Threshold: 0.2,0.69098876
1473,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 200",Accuracy,Threshold: 0.3,0.690912791
3269,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 200",Precision,Threshold: 0.1,0.690906503
3335,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 50",Precision,Threshold: 0.1,0.690906503
3675,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.5,Precision,Threshold: 0.5,0.690891014
3697,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.2,Precision,Threshold: 0.5,0.690891014
3719,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.0,Precision,Threshold: 0.5,0.690891014
3741,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 2.0,Precision,Threshold: 0.5,0.690891014
3763,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 2.5,Precision,Threshold: 0.5,0.690891014
310,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Bagging,"Estimators: 30, Samples: 50",Accuracy,Threshold: 0.5,0.69086757
2619,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Precision,Threshold: 0.5,0.69086518
2531,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Precision,Threshold: 0.5,0.690858306
2355,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Precision,Threshold: 0.5,0.690829033
3829,2012-12-27 00:00:00 - 2013-06-25 00:00:00,K Nearest Neighbors,K Neighbors: 50,Precision,Threshold: 0.5,0.690815744
2267,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 30, Samples: 50",Precision,Threshold: 0.5,0.6908103
3214,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.5,0.690808323
2770,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 20",Precision,Threshold: 0.3,0.690735824
3423,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 200",Precision,Threshold: 0.1,0.690728477
3071,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 50",Precision,Threshold: 0.1,0.690627069
3112,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 100",Precision,Threshold: 0.05,0.69058084
2971,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 5",Precision,Threshold: 0.5,0.690576387
3049,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 100",Precision,Threshold: 0.1,0.690564073
2886,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Precision,Threshold: 0.2,0.690541694
989,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 50",Accuracy,Threshold: 0.3,0.69052841
1256,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.5,0.6905058
1099,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 100",Accuracy,Threshold: 0.3,0.690437968
3232,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Precision,Threshold: 0.3,0.690414447
3785,2012-12-27 00:00:00 - 2013-06-25 00:00:00,K Nearest Neighbors,K Neighbors: 100,Precision,Threshold: 0.5,0.690400869
2311,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Precision,Threshold: 0.5,0.69037044
2795,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 5",Precision,Threshold: 0.5,0.690342385
3282,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Precision,Threshold: 0.2,0.690330189
3266,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 200",Precision,Threshold: 0.05,0.690259219
3332,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 50",Precision,Threshold: 0.05,0.690204043
3433,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Support Vector Machines,C value: 1.5,Precision,Threshold: 0.5,0.690179415
7086,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Accuracy,Threshold: 0.5,0.690168818
3148,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.5,0.690150768
618,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Accuracy,Threshold: 0.5,0.69014403
2047,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 50, Samples: 100",Precision,Threshold: 0.5,0.690125503
2242,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 10, Samples: 100",Precision,Threshold: 0.3,0.690108957
3166,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Precision,Threshold: 0.3,0.690092383
2939,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 50",Precision,Threshold: 0.1,0.690079721
2895,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Precision,Threshold: 0.1,0.690078354
2268,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 30, Samples: 50",Accuracy,Threshold: 0.5,0.690056832
3233,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.3,0.690056832
376,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Accuracy,Threshold: 0.5,0.690053587
2135,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 50, Samples: 50",Precision,Threshold: 0.5,0.69001933
3452,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Support Vector Machines,C value: 1.5,Precision,Threshold: 0.3,0.689988221
2180,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 30, Samples: 10",Accuracy,Threshold: 0.5,0.689962895
3914,2012-12-27 00:00:00 - 2013-06-25 00:00:00,K Nearest Neighbors,K Neighbors: 10,Precision,Threshold: 0.3,0.689959007
3694,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.5,Precision,Threshold: 0.3,0.68993162
3716,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.2,Precision,Threshold: 0.3,0.68993162
3738,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.0,Precision,Threshold: 0.3,0.68993162
3760,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 2.0,Precision,Threshold: 0.3,0.68993162
3782,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 2.5,Precision,Threshold: 0.3,0.68993162
3678,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.5,Precision,Threshold: 0.2,0.689910071
3700,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.2,Precision,Threshold: 0.2,0.689910071
3722,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.0,Precision,Threshold: 0.2,0.689910071
3744,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 2.0,Precision,Threshold: 0.2,0.689910071
3766,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 2.5,Precision,Threshold: 0.2,0.689910071
2873,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 200",Precision,Threshold: 0.1,0.689900561
3436,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Support Vector Machines,C value: 1.5,Precision,Threshold: 0.2,0.68988891
2179,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 30, Samples: 10",Precision,Threshold: 0.5,0.689883836
2754,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 20",Precision,Threshold: 0.2,0.689864769
2653,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Precision,Threshold: 0.1,0.689859712
2022,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 10, Samples: 500",Precision,Threshold: 0.3,0.689858491
2905,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 5",Precision,Threshold: 0.5,0.689849889
3068,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 50",Precision,Threshold: 0.05,0.689838816
2719,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 100",Precision,Threshold: 0.1,0.689837303
3420,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 200",Precision,Threshold: 0.05,0.689803035
2889,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Precision,Threshold: 0.02,0.689786873
2898,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Precision,Threshold: 0.01,0.689786873
2892,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Precision,Threshold: 0.05,0.689757616
3445,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Support Vector Machines,C value: 1.5,Precision,Threshold: 0.1,0.689752517
3046,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 100",Precision,Threshold: 0.05,0.689744557
3291,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Precision,Threshold: 0.1,0.689737919
2820,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 20",Precision,Threshold: 0.2,0.689736457
3283,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Accuracy,Threshold: 0.2,0.689728054
2675,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 50",Precision,Threshold: 0.1,0.689700621
2837,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.3,0.689681086
2906,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 5",Accuracy,Threshold: 0.5,0.689681086
3299,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Accuracy,Threshold: 0.3,0.689681086
3437,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Support Vector Machines,C value: 1.5,Accuracy,Threshold: 0.2,0.689634118
3876,2012-12-27 00:00:00 - 2013-06-25 00:00:00,K Nearest Neighbors,K Neighbors: 5,Precision,Threshold: 0.2,0.689630816
3879,2012-12-27 00:00:00 - 2013-06-25 00:00:00,K Nearest Neighbors,K Neighbors: 5,Precision,Threshold: 0.02,0.689630816
3882,2012-12-27 00:00:00 - 2013-06-25 00:00:00,K Nearest Neighbors,K Neighbors: 5,Precision,Threshold: 0.05,0.689630816
3885,2012-12-27 00:00:00 - 2013-06-25 00:00:00,K Nearest Neighbors,K Neighbors: 5,Precision,Threshold: 0.1,0.689630816
3888,2012-12-27 00:00:00 - 2013-06-25 00:00:00,K Nearest Neighbors,K Neighbors: 5,Precision,Threshold: 0.01,0.689630816
2870,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 200",Precision,Threshold: 0.05,0.68962273
3442,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Support Vector Machines,C value: 1.5,Precision,Threshold: 0.05,0.689619491
2936,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 50",Precision,Threshold: 0.05,0.689612958
3216,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Precision,Threshold: 0.2,0.689591952
2645,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Accuracy,Threshold: 0.2,0.689587149
3679,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.5,Accuracy,Threshold: 0.2,0.689587149
3701,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.2,Accuracy,Threshold: 0.2,0.689587149
3723,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.0,Accuracy,Threshold: 0.2,0.689587149
3745,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 2.0,Accuracy,Threshold: 0.2,0.689587149
3767,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 2.5,Accuracy,Threshold: 0.2,0.689587149
3263,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 200",Precision,Threshold: 0.02,0.689580489
3272,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 200",Precision,Threshold: 0.01,0.689580489
3687,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.5,Precision,Threshold: 0.1,0.689574128
3709,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.2,Precision,Threshold: 0.1,0.689574128
3731,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.0,Precision,Threshold: 0.1,0.689574128
3753,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 2.0,Precision,Threshold: 0.1,0.689574128
3775,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 2.5,Precision,Threshold: 0.1,0.689574128
3448,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Support Vector Machines,C value: 1.5,Precision,Threshold: 0.01,0.689565994
3027,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 200",Precision,Threshold: 0.1,0.689556173
3417,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 200",Precision,Threshold: 0.02,0.689556173
3329,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 50",Precision,Threshold: 0.02,0.689554488
3338,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 50",Precision,Threshold: 0.01,0.689554488
3065,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 50",Precision,Threshold: 0.02,0.689552941
3109,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 100",Precision,Threshold: 0.02,0.689546333
3118,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 100",Precision,Threshold: 0.01,0.689546333
3150,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Precision,Threshold: 0.2,0.689541716
3043,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 100",Precision,Threshold: 0.02,0.689541561
2576,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Accuracy,Threshold: 0.5,0.689540181
2654,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Accuracy,Threshold: 0.1,0.689540181
2667,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 50",Accuracy,Threshold: 0.2,0.689540181
3167,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.3,0.689540181
3217,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.2,0.689540181
3446,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Support Vector Machines,C value: 1.5,Accuracy,Threshold: 0.1,0.689540181
3688,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.5,Accuracy,Threshold: 0.1,0.689540181
3710,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.2,Accuracy,Threshold: 0.1,0.689540181
3732,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.0,Accuracy,Threshold: 0.1,0.689540181
3754,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 2.0,Accuracy,Threshold: 0.1,0.689540181
3776,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 2.5,Accuracy,Threshold: 0.1,0.689540181
3439,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Support Vector Machines,C value: 1.5,Precision,Threshold: 0.02,0.689536798
3426,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 200",Precision,Threshold: 0.01,0.689525422
3285,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Precision,Threshold: 0.02,0.689504373
3288,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Precision,Threshold: 0.05,0.689504373
3294,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Precision,Threshold: 0.01,0.689504373
2226,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 10, Samples: 100",Precision,Threshold: 0.2,0.689494712
3113,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 100",Accuracy,Threshold: 0.05,0.689493213
3151,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.2,0.689493213
3292,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Accuracy,Threshold: 0.1,0.689493213
3453,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Support Vector Machines,C value: 1.5,Accuracy,Threshold: 0.3,0.689493213
3786,2012-12-27 00:00:00 - 2013-06-25 00:00:00,K Nearest Neighbors,K Neighbors: 100,Accuracy,Threshold: 0.5,0.689493213
3074,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 50",Precision,Threshold: 0.01,0.689481607
3898,2012-12-27 00:00:00 - 2013-06-25 00:00:00,K Nearest Neighbors,K Neighbors: 10,Precision,Threshold: 0.2,0.6894769
3052,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 100",Precision,Threshold: 0.01,0.689449174
3424,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 200",Accuracy,Threshold: 0.1,0.689446245
3676,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.5,Accuracy,Threshold: 0.5,0.689446245
3698,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.2,Accuracy,Threshold: 0.5,0.689446245
3720,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Logistic Regression,C value: 1.0,Accuracy,Threshold: 0.5,0.689446245
