,Date,Model Name,Parameters,Evaluation Name,Threshold,Result
4045,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 50",Recall,Threshold: 0.3,0.978772516
3146,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Recall,Threshold: 0.5,0.978604524
3212,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Recall,Threshold: 0.5,0.978331971
5893,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Bagging,"Estimators: 5, Samples: 50",Recall,Threshold: 0.3,0.978171896
6179,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Bagging,"Estimators: 5, Samples: 500",Recall,Threshold: 0.3,0.978171896
6204,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Bagging,"Estimators: 50, Samples: 500",Recall,Threshold: 0.5,0.978171896
6606,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.02,0.978171896
6609,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.05,0.978171896
6615,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.01,0.978171896
1207,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Recall,Threshold: 0.3,0.977954005
4862,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 5",Recall,Threshold: 0.5,0.97786571
4793,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 20",Recall,Threshold: 0.3,0.977535963
4928,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 5",Recall,Threshold: 0.5,0.977535963
1273,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Recall,Threshold: 0.3,0.977478192
3394,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.02,0.977446171
3397,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.05,0.977446171
3400,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.1,0.977446171
3403,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.01,0.977446171
3174,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.02,0.977241755
3177,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.05,0.977241755
3180,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.1,0.977241755
3183,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.01,0.977241755
3086,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.02,0.977105478
3089,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.05,0.977105478
3092,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.1,0.977105478
3095,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.01,0.977105478
3083,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.2,0.976969201
3391,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.2,0.976969201
3171,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.2,0.976901063
5984,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Bagging,"Estimators: 10, Samples: 50",Recall,Threshold: 0.5,0.97680764
6603,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.2,0.97680764
6612,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.1,0.97680764
6999,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.2,0.97680764
7002,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.02,0.97680764
7005,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.05,0.97680764
7008,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.1,0.97680764
7011,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.01,0.97680764
7021,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 100",Recall,Threshold: 0.2,0.97680764
7382,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.2,Recall,Threshold: 0.1,0.97680764
7407,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.0,Recall,Threshold: 0.01,0.97680764
2901,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Recall,Threshold: 0.3,0.976219678
7398,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.0,Recall,Threshold: 0.02,0.975443383
4648,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.02,0.974197271
4657,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.01,0.974197271
3891,2012-12-27 00:00:00 - 2013-06-25 00:00:00,K Nearest Neighbors,K Neighbors: 5,Recall,Threshold: 0.3,0.974175525
4651,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.05,0.974114835
6597,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 50",Recall,Threshold: 0.3,0.974079127
6817,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Recall,Threshold: 0.3,0.974079127
6977,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 50",Recall,Threshold: 0.2,0.974079127
7087,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.2,0.974079127
7090,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.02,0.974079127
7093,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.05,0.974079127
7096,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.1,0.974079127
7099,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.01,0.974079127
4654,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.1,0.974032398
4645,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.2,0.97370265
5255,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Recall,Threshold: 0.3,0.973414121
2263,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 5, Samples: 500",Recall,Threshold: 0.3,0.972744617
6955,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 100",Recall,Threshold: 0.2,0.97271487
7401,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.0,Recall,Threshold: 0.05,0.97271487
707,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 50",Recall,Threshold: 0.2,0.97259318
4997,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 100",Recall,Threshold: 0.2,0.972589753
5371,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 200",Recall,Threshold: 0.2,0.972383661
1059,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 200",Recall,Threshold: 0.2,0.972339413
5019,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 50",Recall,Threshold: 0.2,0.972012695
685,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Recall,Threshold: 0.2,0.971514671
6795,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 200",Recall,Threshold: 0.3,0.971350614
7241,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 50",Recall,Threshold: 0.2,0.971350614
7373,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.2,Recall,Threshold: 0.2,0.971350614
7404,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.0,Recall,Threshold: 0.1,0.971350614
4956,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.02,0.971147109
4959,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.05,0.971147109
4962,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.1,0.971147109
4965,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.01,0.971147109
4953,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.2,0.970899798
5217,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 200",Recall,Threshold: 0.2,0.970570051
2681,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 50",Recall,Threshold: 0.3,0.970564186
5283,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 50",Recall,Threshold: 0.2,0.970446395
3806,2012-12-27 00:00:00 - 2013-06-25 00:00:00,K Nearest Neighbors,K Neighbors: 20,Recall,Threshold: 0.5,0.970359771
4736,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.02,0.97032274
4745,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.01,0.97032274
4739,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.05,0.970281522
4742,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.1,0.970034211
6575,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Recall,Threshold: 0.3,0.969986357
6641,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 100",Recall,Threshold: 0.3,0.969986357
6861,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 50",Recall,Threshold: 0.3,0.969986357
7175,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 200",Recall,Threshold: 0.2,0.969986357
971,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 50",Recall,Threshold: 0.2,0.969928628
5063,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 100",Recall,Threshold: 0.2,0.96953959
4733,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.2,0.969415935
3033,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 200",Recall,Threshold: 0.3,0.968997002
6949,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 200",Recall,Threshold: 0.3,0.968622101
7329,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 200",Recall,Threshold: 0.2,0.968622101
905,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 200",Recall,Threshold: 0.2,0.968406027
2659,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Recall,Threshold: 0.3,0.968315617
5588,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Decision Trees,Max Depth of Trees: 5,Recall,Threshold: 0.5,0.968261819
751,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 100",Recall,Threshold: 0.2,0.967676447
811,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 20",Recall,Threshold: 0.3,0.96739096
7307,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.2,0.967257844
7310,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.02,0.967257844
7313,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.05,0.967257844
7316,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.1,0.967257844
7319,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.01,0.967257844
7807,2013-12-22 00:00:00 - 2014-06-20 00:00:00,K Nearest Neighbors,K Neighbors: 5,Recall,Threshold: 0.3,0.967257844
4268,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.5,0.966819175
4510,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.5,0.966530646
4290,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.5,0.966036025
7389,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.2,Recall,Threshold: 0.3,0.965893588
7395,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.0,Recall,Threshold: 0.2,0.965893588
4466,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.5,0.965747496
927,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Recall,Threshold: 0.2,0.965741475
1497,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Support Vector Machines,C value: 1.2,Precision,Threshold: 0.5,0.965367965
5352,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.02,0.965252875
5355,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.05,0.965252875
5361,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.01,0.965252875
4444,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.5,0.965211657
5358,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.1,0.965211657
5349,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.2,0.965170438
5044,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.02,0.964964346
5047,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.05,0.964964346
5053,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.01,0.964964346
4073,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 5, Samples: 10",Recall,Threshold: 0.2,0.964923128
4076,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 5, Samples: 10",Recall,Threshold: 0.02,0.964923128
4079,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 5, Samples: 10",Recall,Threshold: 0.05,0.964923128
4082,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 5, Samples: 10",Recall,Threshold: 0.1,0.964923128
4085,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 5, Samples: 10",Recall,Threshold: 0.01,0.964923128
5050,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.1,0.964881909
5041,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.2,0.964758254
6116,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Bagging,"Estimators: 30, Samples: 500",Recall,Threshold: 0.5,0.964529332
2879,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 200",Recall,Threshold: 0.3,0.964431725
2945,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 50",Recall,Threshold: 0.3,0.964431725
2725,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 100",Recall,Threshold: 0.3,0.96422731
4312,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.5,0.963604138
4488,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.5,0.96356292
4576,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Recall,Threshold: 0.5,0.963521701
5132,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.02,0.963356828
5141,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.01,0.963356828
5135,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.05,0.963315609
5138,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.1,0.963274391
5962,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Bagging,"Estimators: 50, Samples: 100",Recall,Threshold: 0.5,0.963165075
6138,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Bagging,"Estimators: 10, Samples: 100",Recall,Threshold: 0.5,0.963165075
5129,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.2,0.963150736
5742,2012-06-30 00:00:00 - 2012-12-27 00:00:00,K Nearest Neighbors,K Neighbors: 100,Recall,Threshold: 0.5,0.962985862
1040,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.02,0.962981761
1043,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.05,0.962981761
1049,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.01,0.962981761
1046,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.1,0.96295004
820,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.02,0.962791435
829,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.01,0.962791435
823,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.05,0.962759715
1037,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Recall,Threshold: 0.2,0.962632831
826,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.1,0.962537669
3935,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 5, Samples: 50",Recall,Threshold: 0.3,0.962450023
2068,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 10, Samples: 50",Recall,Threshold: 0.5,0.962319433
817,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Recall,Threshold: 0.2,0.96222046
1716,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Logistic Regression,C value: 1.5,Recall,Threshold: 0.5,0.962125297
1738,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Logistic Regression,C value: 1.2,Recall,Threshold: 0.5,0.962125297
1760,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Logistic Regression,C value: 1.0,Recall,Threshold: 0.5,0.962125297
1782,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Logistic Regression,C value: 2.0,Recall,Threshold: 0.5,0.962125297
1804,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Logistic Regression,C value: 2.5,Recall,Threshold: 0.5,0.962125297
1301,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 200",Recall,Threshold: 0.2,0.961871531
6182,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Bagging,"Estimators: 30, Samples: 50",Recall,Threshold: 0.5,0.961800819
7411,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.0,Recall,Threshold: 0.3,0.961800819
1541,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Support Vector Machines,C value: 2.0,Precision,Threshold: 0.5,0.961340206
4136,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 30, Samples: 10",Recall,Threshold: 0.5,0.961254689
877,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 20",Recall,Threshold: 0.3,0.961078509
3055,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 100",Recall,Threshold: 0.3,0.960615972
3429,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 200",Recall,Threshold: 0.3,0.960615972
1977,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 5, Samples: 50",Recall,Threshold: 0.3,0.960479695
7194,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Recall,Threshold: 0.5,0.960436562
3077,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 50",Recall,Threshold: 0.3,0.960207141
2200,2012-12-27 00:00:00 - 2013-06-25 00:00:00,Bagging,"Estimators: 30, Samples: 500",Recall,Threshold: 0.5,0.959321341
6028,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Bagging,"Estimators: 5, Samples: 10",Recall,Threshold: 0.5,0.959072306
732,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.02,0.95888977
735,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.05,0.95888977
741,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.01,0.95888977
738,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 200",Recall,Threshold: 0.1,0.958858049
